Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2022,Fall,2022-fa,ECE,563,Information Theory,DIS,7,11,2,0,0,1,0,0,0,0,0,0,0,0,"Milenkovic, Olgica"
2022,Fall,2022-fa,ECE,586,"MDPs, Reinforcement Learning",LEC,2,10,11,5,1,0,0,0,0,0,0,0,0,0,"Srikant, Rayadurgam"
2022,Fall,2022-fa,ECE,598,Adv RF & mm-Wave Design,LEC,4,5,5,9,2,0,0,0,0,0,0,0,0,0,"Zhou, Jin"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,19,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,19,0,0,3,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,1,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,20,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,0,0,0,0,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,0,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,2,0,0,0,0,0,1,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,18,0,0,3,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,19,0,0,1,0,0,0,0,0,1,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,1,0,0,0,0,0,1,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,1,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LEC,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LEC,0,23,0,0,1,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,0,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,19,0,0,1,0,0,1,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,20,0,0,2,0,0,2,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,0,0,0,0,0,0,2,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,20,0,0,4,0,0,0,0,0,0,0,0,1,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,25,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,26,0,0,0,0,0,0,0,0,1,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,26,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,3,0,0,2,0,0,1,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,26,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,1,0,0,0,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,0,0,0,0,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,1,0,0,0,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,3,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,2,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,1,0,0,1,0,0,0,0,1,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,21,0,0,1,0,0,1,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,20,0,0,2,0,0,0,0,0,0,0,0,1,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,100,Engineering Orientation,LCD,0,22,0,0,1,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,101,Engineering at Illinois,LEC,0,89,0,0,7,0,0,2,0,0,1,0,1,0,"Green, Kerri A"
2022,Fall,2022-fa,ENG,101,Engineering at Illinois,LEC,0,65,0,0,5,0,0,2,0,0,1,0,1,1,"Green, Kerri A"
2022,Fall,2022-fa,ENG,101,Engineering at Illinois,OLC,0,129,0,0,7,0,0,1,0,0,2,0,3,1,"Green, Kerri A"
2022,Fall,2022-fa,ENG,111,Intro to Engrg-ARISE,LCD,7,9,4,1,0,0,0,0,0,0,0,0,0,0,"Montagner Marti, Aldo"
2022,Fall,2022-fa,ENG,111,Intro to Engrg-ARISE,LCD,6,8,2,1,1,0,0,4,0,0,0,0,0,0,"Montagner Marti, Aldo"
2022,Fall,2022-fa,ENG,111,MEP Mentoring,LCD,11,19,4,0,0,0,0,0,0,0,2,0,0,0,"Cervantes, Victor G"
2022,Fall,2022-fa,ENG,111,MEP Mentoring,LCD,17,28,2,0,0,0,0,1,0,0,1,0,0,0,"Cervantes, Victor G"
2022,Fall,2022-fa,ENG,111,MEP Mentoring,LCD,4,21,2,0,0,0,0,0,0,0,1,0,0,1,"Cervantes, Victor G"
2022,Fall,2022-fa,ENG,177,Spatial Visualization,LCD,19,36,5,4,2,4,0,3,0,0,0,0,2,0,"Woodard, Brian S"
2022,Fall,2022-fa,ENG,199,Undergraduate Research Seminar,LCD,4,17,0,0,1,0,0,0,0,0,0,0,0,0,"Mamaril, Natasha Johanna"
2022,Fall,2022-fa,ENG,199,PURE Research Program,ONL,31,1,0,0,0,0,0,1,0,0,0,0,1,1,"Solomon, Brad R"
2022,Fall,2022-fa,ENG,199,Multicultural Experiences,LAB,3,39,4,2,6,4,2,0,0,0,0,0,3,0,"Brewer, Erika S"
2022,Fall,2022-fa,ENG,199,Undergrad Research Seminar,LCD,8,14,0,4,0,0,0,0,0,0,0,0,0,0,"Mamaril, Natasha Johanna"
2022,Fall,2022-fa,ENG,211,Empowering Academic Success,ONL,24,9,10,4,3,4,0,1,1,0,0,0,1,1,"Tempel, Dana M"
2022,Fall,2022-fa,ENG,300,Engrg Transfer Orientation,LCD,10,16,1,1,0,0,1,0,0,0,0,0,0,0,"Niehans, Keri M"
2022,Fall,2022-fa,ENG,300,Engrg Transfer Orientation,LCD,7,18,0,0,1,0,0,0,0,0,0,0,0,0,"Niehans, Keri M"
2022,Fall,2022-fa,ENG,300,Engrg Transfer Orientation,LCD,18,10,0,1,0,0,0,0,0,0,0,0,0,0,"Niehans, Keri M"
2022,Fall,2022-fa,ENG,398,Grainger Engr: Design Your Exc,LEC,0,21,0,0,0,0,0,0,0,0,0,0,1,0,"Brewer, Erika S"
2022,Fall,2022-fa,ENG,398,Grainger Engr: Design Your Exc,LEC,0,24,0,0,1,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,2022-fa,ENG,398,Grainger Engr: Design Your Exc,LEC,0,20,0,0,8,0,0,1,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,2022-fa,ENG,398,Grainger Engr: Design Your Exc,LEC,0,21,0,0,2,0,0,0,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,2022-fa,ENG,398,Grainger Engr: Design Your Exc,LEC,0,20,0,0,0,0,0,1,0,0,0,0,0,0,"Forman, Gretchen M"
2022,Fall,2022-fa,ENG,471,Seminar Energy & Sustain Engrg,LCD,0,33,0,2,4,0,1,0,0,0,0,0,0,0,"Abelson, John R"
2022,Fall,2022-fa,ENG,598,Teaching and Leadership,LCD,0,52,0,0,10,0,0,3,0,0,0,0,0,0,"Johnson, Blake E"
2022,Fall,2022-fa,IE,300,Analysis of Data,LEC,0,12,5,7,14,6,6,8,4,3,0,0,4,0,"Vogiatzis, Chrysafis"
2022,Fall,2022-fa,IE,310,Determin Models in Optmzation,LCD,5,80,0,0,9,0,0,0,0,0,0,0,2,0,"Ye, Zikun"
2022,Fall,2022-fa,IE,360,Facilities Planning and Design,LEC,23,14,7,18,7,6,2,0,0,0,0,0,0,0,"Gupta, Avinash"
2022,Fall,2022-fa,IE,400,Design & Anlys of Experiments,OLC,4,12,11,7,8,9,15,8,6,4,1,0,1,0,"King, Douglas M"
2022,Fall,2022-fa,IE,405,Computing for ISE,LCD,0,22,21,13,13,11,0,0,0,0,0,0,0,0,"Garg, Jugal"
2022,Fall,2022-fa,IE,412,OR Models for Mfg Systems,LCD,3,2,7,1,3,0,1,3,2,2,0,0,1,0,"King, Douglas M"
2022,Fall,2022-fa,IE,431,Design for Six Sigma,LCD,0,14,11,8,2,0,0,1,0,0,0,0,0,0,"Kim, Harrison H"
2022,Fall,2022-fa,IE,522,Statistical Methods in Finance,LCD,4,11,3,11,0,0,0,0,0,0,0,0,0,0,"Feng, Liming"
2022,Fall,2022-fa,IE,523,Financial Computing,LCD,10,6,10,3,0,1,0,0,0,0,0,0,0,0,"Sreenivas, Ramavarapu S"
2022,Fall,2022-fa,IE,524,Optimization in Finance,LCD,2,16,8,4,1,1,0,0,0,0,0,0,0,0,"Wang, Qiong"
2022,Fall,2022-fa,IE,532,Analysis of Network Data,LCD,0,27,11,1,4,0,0,0,0,0,0,0,0,0,"Vogiatzis, Chrysafis"
2022,Fall,2022-fa,IE,534,Deep Learning,OLC,45,48,7,11,0,0,0,3,0,0,0,0,0,0,"Sowers, Richard B"
2022,Fall,2022-fa,ME,170,Computer-Aided Design,LEC,120,79,13,7,1,2,0,0,1,0,1,0,1,1,"Philpott, Michael L"
2022,Fall,2022-fa,ME,199,Automotive Design Projects-DES,LCD,2,35,0,0,4,1,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2022,Fall,2022-fa,ME,199,Automotive Design Projects-SAE,LBD,21,121,6,0,5,4,1,3,2,0,1,0,0,1,"Philpott, Michael L"
2022,Fall,2022-fa,ME,200,Thermodynamics,LEC,18,23,23,10,13,12,1,1,3,1,1,0,3,0,"He, Jiajun"
2022,Fall,2022-fa,ME,200,Thermodynamics,LEC,2,43,5,9,34,8,6,10,4,0,0,0,2,0,"Lee, Tonghun"
2022,Fall,2022-fa,ME,270,Design for Manufacturability,LEC,11,90,49,29,21,12,3,6,2,3,0,0,2,0,"Flachsbart, Bruce R"
2022,Fall,2022-fa,ME,310,Fundamentals of Fluid Dynamics,LEC,5,12,26,9,4,4,2,0,0,0,0,0,1,0,"Liebenberg, Leon"
2022,Fall,2022-fa,ME,310,Fundamentals of Fluid Dynamics,LEC,4,13,14,6,15,2,5,2,0,0,0,0,3,0,"Ewoldt, Randy H"
2022,Fall,2022-fa,ME,320,Heat Transfer,LEC,10,5,3,5,3,2,1,2,2,0,3,0,2,0,"Tang, Ke"
2022,Fall,2022-fa,ME,330,Engineering Materials,LEC,7,29,19,13,11,8,7,5,0,0,3,0,1,0,"Mercer, Brian S"
2022,Fall,2022-fa,ME,330,Engineering Materials,LEC,4,14,12,23,15,8,5,5,1,1,0,0,0,0,"Wang, Ning"
2022,Fall,2022-fa,ME,340,Dynamics of Mechanical Systems,LEC,1,11,3,4,17,4,7,10,1,2,1,0,2,0,"Keivan Esfahani, Darioush"
2022,Fall,2022-fa,ME,340,Dynamics of Mechanical Systems,LEC,20,16,4,2,4,3,4,6,1,0,0,0,1,0,"Wan, Wenbin"
2022,Fall,2022-fa,ME,360,Signal Processing,LEC,9,10,9,0,6,3,1,1,1,0,0,0,0,0,"Aksland, Christopher T"
2022,Fall,2022-fa,ME,360,Signal Processing,LEC,3,18,22,5,11,7,0,0,0,0,0,0,0,0,"Salapaka, Srinivasa M"
2022,Fall,2022-fa,ME,370,Mechanical Design I,LEC,24,31,11,8,11,3,3,1,0,0,0,0,0,0,"Flachsbart, Bruce R"
2022,Fall,2022-fa,ME,370,Mechanical Design I,LEC,19,24,13,8,13,5,5,3,0,0,0,0,0,0,"Flachsbart, Bruce R"
2022,Fall,2022-fa,ME,371,Mechanical Design II,LCD,0,13,19,12,9,4,0,0,0,0,0,0,0,0,"Chang, Wayne"
2022,Fall,2022-fa,ME,371,Mechanical Design II,LCD,1,7,16,11,12,5,0,0,0,0,0,0,0,0,"Mercer, Brian S"
2022,Fall,2022-fa,ME,430,Failure of Engrg Materials,LCD,0,5,7,1,3,4,0,2,0,0,0,0,0,0,"Tawfick, Sameh H"
2022,Fall,2022-fa,ME,447,Comp Design & Dyn of Soft Syst,LEC,0,18,3,0,1,0,0,0,0,1,0,0,0,0,"Gazzola, Mattia"
2022,Fall,2022-fa,ME,453,Data Sci in Mfg Quality Cntrl,LCD,15,22,3,0,0,0,0,0,1,0,0,0,0,0,"Shao, Chenhui"
2022,Fall,2022-fa,ME,458,Add Mfg and Product Design,LEC,4,9,3,2,2,0,0,2,0,0,0,0,0,0,"King, William P"
2022,Fall,2022-fa,ME,461,Computer Cntrl of Mech Systems,LCD,2,24,9,3,6,0,0,2,0,0,0,0,0,0,"Block, Daniel J"
2022,Fall,2022-fa,ME,470,Senior Design Project,LEC,13,66,22,3,1,0,0,0,0,0,0,0,0,0,"Johnson, Blake E"
2022,Fall,2022-fa,ME,471,Finite Element Analysis,LEC,1,8,5,7,9,7,4,1,1,0,2,2,1,0,"Chew, Huck Beng"
2022,Fall,2022-fa,ME,482,Musculoskel Tissue Mechanics,LCD,2,17,4,1,0,2,0,0,0,0,0,0,0,0,"Kersh, Mariana E"
2022,Fall,2022-fa,ME,487,MEMS-NEMS Theory & Fabrication,LEC,3,8,3,5,0,3,0,0,0,0,0,0,0,0,"Bahl, Gaurav"
2022,Fall,2022-fa,ME,543,Applied Control System Design,ONL,8,13,2,1,0,0,0,1,0,0,0,0,0,0,"Wise, Kevin A"
2022,Fall,2022-fa,MSE,101,Materials in Today's World,LEC,0,4,8,13,5,4,1,0,1,0,0,0,5,0,"Goodman, Matthew D"
2022,Fall,2022-fa,MSE,182,Introduction to MatSE,LCD,3,13,15,12,7,10,8,4,1,0,0,1,1,0,"Huang, Pinshane"
2022,Fall,2022-fa,MSE,201,Phases and Phase Relations,LEC,6,16,15,15,8,4,2,4,1,2,1,1,0,0,"Perry, Nicola H"
2022,Fall,2022-fa,MSE,280,Engineering Materials,LCD,1,11,15,32,35,24,22,13,10,2,2,3,2,0,"Shim, Moonsub"
2022,Fall,2022-fa,MSE,307,Materials Laboratory I,LCD,3,27,14,5,6,2,1,0,0,0,0,0,1,1,"TerBush, Jessica"
2022,Fall,2022-fa,MSE,396,Introduction to Research,LBD,5,15,1,1,0,0,0,0,0,0,0,0,0,0,"Sottos, Nancy R"
2022,Fall,2022-fa,MSE,398,Materials Design Thinking,LEC,17,9,0,0,1,0,0,0,0,0,0,0,0,0,"Goodman, Matthew D"
2022,Fall,2022-fa,MSE,401,Thermodynamics of Materials,LEC,2,12,11,13,12,6,3,1,2,1,0,1,2,1,"Cahill, David G"
2022,Fall,2022-fa,MSE,403,Synthesis of Materials,LCD,3,11,2,7,4,2,4,3,2,0,0,1,1,0,"Shoemaker, Daniel P"
2022,Fall,2022-fa,MSE,406,Thermal-Mech Behavior of Matls,LCD,12,22,13,4,5,3,3,0,0,0,0,0,0,1,"Charpagne, Marie Agathe"
2022,Fall,2022-fa,MSE,443,Design of Engineering Alloys,LCD,9,7,8,2,0,0,1,0,0,0,0,0,0,0,"Stinville, Jean Charles"
2022,Fall,2022-fa,MSE,457,Polymer Chemistry,LCD,8,20,19,15,6,1,2,0,0,0,0,0,1,0,"Wang, Hua"
2022,Fall,2022-fa,MSE,470,Design and Use of Biomaterials,LEC,3,32,15,2,2,6,1,0,0,0,0,0,0,0,"Leal, Cecilia"
2022,Fall,2022-fa,MSE,480,Surfaces and Colloids,LEC,0,25,15,9,3,5,1,3,2,0,0,1,1,0,"Statt, Antonia"
2022,Fall,2022-fa,MSE,488,Optical Materials,LCD,2,10,3,4,6,2,1,3,0,0,0,0,0,0,"Cao, Qing"
2022,Fall,2022-fa,MSE,489,Matl Select for Sustainability,LCD,10,26,8,7,7,3,0,0,2,0,3,0,0,0,"Abelson, John R"
2022,Fall,2022-fa,MSE,500,Statistical Thermodyn of Matls,LEC,4,18,5,6,8,2,2,2,0,0,0,0,0,0,"Schweizer, Kenneth S"
2022,Fall,2022-fa,MSE,582,Surface Physics,LCD,1,16,10,1,0,0,0,0,0,0,0,0,0,0,"Zhang, Yingjie"
2022,Fall,2022-fa,NPRE,100,Orientation to NPRE,LCD,6,19,6,5,4,0,1,0,0,1,0,0,0,0,"Uddin, Rizwan"
2022,Fall,2022-fa,NPRE,200,Mathematics for NPRE,LCD,4,10,2,6,1,0,1,3,1,0,1,0,2,0,"Kozlowski, Tomasz"
2022,Fall,2022-fa,NPRE,201,Energy Systems,LCD,2,8,4,6,15,2,0,4,0,0,0,0,0,0,"Andruczyk, Daniel"
2022,Fall,2022-fa,NPRE,201,Energy Systems,LCD,2,20,2,8,8,0,1,0,0,0,0,0,0,0,"Andruczyk, Daniel"
2022,Fall,2022-fa,NPRE,321,Intro to Plasmas & Application,LCD,1,12,5,3,5,1,1,0,1,0,1,0,0,0,"Andruczyk, Daniel"
2022,Fall,2022-fa,NPRE,330,Materials in Nuclear Engrg,LCD,1,9,2,12,0,2,2,1,0,0,1,1,1,0,"Heuser, Brent J"
2022,Fall,2022-fa,NPRE,402,Nuclear Power Engineering,LCD,15,16,18,26,16,8,3,3,1,0,0,0,0,0,"Ragheb, Magdi"
2022,Fall,2022-fa,NPRE,423,Plasma Laboratory,LCD,3,9,5,1,2,0,1,1,1,1,0,0,1,1,"Sankaran, Ramanathan"
2022,Fall,2022-fa,NPRE,445,Interact of Radiation w/Matter,LCD,6,13,3,3,2,3,0,0,0,0,0,0,0,0,"Bezryadin, Alexey"
2022,Fall,2022-fa,NPRE,448,Nuclear Syst Engrg & Design,LCD,1,8,1,2,1,7,2,3,2,0,2,3,4,0,"Brooks, Caleb"
2022,Fall,2022-fa,NPRE,481,Writing on Technol & Security,LCD,1,14,11,7,2,2,0,0,0,2,0,0,0,0,"Roy, William R"
2022,Fall,2022-fa,PHYS,100,Thinking About Physics,LEC,61,25,16,20,12,11,17,7,2,4,2,1,0,1,"Kuo, Eric P"
2022,Fall,2022-fa,PHYS,100,Thinking About Physics,LEC,47,30,22,19,19,14,14,5,7,4,1,3,2,1,"Kuo, Eric P"
2022,Fall,2022-fa,PHYS,101,College Physics: Mech & Heat,LEC,44,28,19,16,22,15,11,21,15,4,11,8,0,2,"Kim, Sangjin"
2022,Fall,2022-fa,PHYS,101,College Physics: Mech & Heat,LEC,28,33,21,15,19,18,20,16,16,9,9,5,1,4,"Kim, Sangjin"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,LEC,10,32,20,11,14,12,10,13,9,5,2,4,0,0,"Holder, Gilbert"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,LEC,1,22,9,10,12,11,11,9,9,3,5,1,0,3,"Holder, Gilbert"
2022,Fall,2022-fa,PHYS,211,University Physics: Mechanics,LEC,51,43,27,16,21,20,15,11,8,3,4,2,1,1,"Stelzer, Timothy J"
2022,Fall,2022-fa,PHYS,211,University Physics: Mechanics,LEC,38,40,26,13,18,25,11,8,14,8,2,6,1,2,"Tsokaros, Antonios"
2022,Fall,2022-fa,PHYS,211,University Physics: Mechanics,LEC,31,41,26,26,17,17,17,19,6,5,4,12,7,1,"Tsokaros, Antonios"
2022,Fall,2022-fa,PHYS,212,University Physics: Elec & Mag,LEC,39,25,24,31,14,29,29,23,26,13,10,12,6,0,"Kou, Angela"
2022,Fall,2022-fa,PHYS,212,University Physics: Elec & Mag,LEC,35,40,23,18,21,25,16,24,11,6,8,8,5,1,"Kou, Angela"
2022,Fall,2022-fa,PHYS,212,University Physics: Elec & Mag,LEC,28,22,9,12,6,9,11,8,4,8,4,4,3,0,"Mahmood, Fahad"
2022,Fall,2022-fa,PHYS,212,University Physics: Elec & Mag,LEC,17,5,9,5,2,7,7,3,9,3,3,1,2,0,"Mahmood, Fahad"
2022,Fall,2022-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,59,45,21,24,28,21,16,20,18,5,3,1,6,3,"Covey, Jacob P"
2022,Fall,2022-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,54,61,20,26,20,30,23,22,24,3,2,1,1,0,"Covey, Jacob P"
2022,Fall,2022-fa,PHYS,214,Univ Physics: Quantum Physics,LEC,61,34,18,18,10,18,13,14,2,4,1,1,1,2,"Covey, Jacob P"
2022,Fall,2022-fa,PHYS,214,Univ Physics: Quantum Physics,LEC,73,60,32,34,18,18,12,15,8,8,4,4,1,0,"Covey, Jacob P"
2022,Fall,2022-fa,PHYS,225,Relativity & Math Applications,LEC,37,42,18,8,3,5,4,1,0,0,0,1,0,0,"Schulte, Elaine C"
2022,Fall,2022-fa,PHYS,325,Classical Mechanics I,LEC,22,9,8,12,9,9,3,2,6,6,2,2,0,1,"Witek, Helvi"
2022,Fall,2022-fa,PHYS,326,Classical Mechanics II,LEC,0,3,12,10,11,5,4,1,1,0,0,0,0,0,"Golding, Ido"
2022,Fall,2022-fa,PHYS,370,Intro to Quant Info and Comp,LEC,5,1,1,3,1,1,4,1,1,1,1,2,2,0,"Beck, Douglas H"
2022,Fall,2022-fa,PHYS,401,Classical Physics Lab,LEC,3,6,5,6,3,1,1,1,2,0,0,0,0,0,"Filippini, Jeffrey P"
2022,Fall,2022-fa,PHYS,402,Light,LEC,5,5,7,8,3,1,1,0,1,0,0,0,1,1,"Cohen, Offir"
2022,Fall,2022-fa,PHYS,427,Thermal & Statistical Physics,OLC,2,11,6,6,10,3,1,1,0,0,0,0,0,1,"Dahmen, Karin A"
2022,Fall,2022-fa,PHYS,435,Electromagnetic Fields I,LEC,4,26,6,4,14,7,0,14,4,0,1,0,0,0,"Abbamonte, Peter M"
2022,Fall,2022-fa,PHYS,436,Electromagnetic Fields II,LEC,10,18,10,6,3,1,1,2,1,1,0,0,0,0,"Eckstein, James N"
2022,Fall,2022-fa,PHYS,485,Atomic Phys & Quantum Theory,LEC,10,7,7,3,8,2,5,4,1,2,2,0,0,0,"Vishveshwara, Smitha"
2022,Fall,2022-fa,PHYS,487,Quantum Physics II,LEC,10,6,1,5,4,2,6,1,0,0,0,0,1,1,"Bradlyn, Barry J"
2022,Fall,2022-fa,PHYS,580,Quantum Mechanics I,LEC,0,24,0,0,4,0,0,0,0,0,0,0,0,1,"Leite Noronha, Jorge Jose"
2022,Fall,2022-fa,SE,100,Introduction to ISE,LCD,40,103,8,0,2,1,0,0,4,0,0,0,0,0,"Shamma, Jeff S"
2022,Fall,2022-fa,SE,261,Business Side of Engineering,LCD,0,21,21,15,32,7,4,7,1,0,0,0,3,0,"Nagi, Rakesh"
2022,Fall,2022-fa,SE,310,Dsgn of Structures & Mechanism,LCD,11,12,15,15,2,6,0,0,1,0,0,0,0,0,"Krishnan, Girish"
2022,Fall,2022-fa,SE,320,Control Systems,LCD,8,5,10,14,10,4,4,4,1,0,0,0,1,0,"Etesami, Seyed Rasoul"
2022,Fall,2022-fa,SE,400,Engineering Law,LCD,0,10,24,6,1,1,0,1,0,0,0,0,0,0,"Barich, Joseph M"
2022,Fall,2022-fa,SE,402,Comp-Aided Product Realization,LAB,1,17,5,0,1,0,0,0,0,0,0,0,0,0,"Goldstein, Molly H"
2022,Fall,2022-fa,SE,410,Component Design,LCD,0,7,4,7,8,7,8,1,0,0,0,0,0,0,"Li, Yumeng"
2022,Fall,2022-fa,SE,412,Nondestructive Evaluation,LCD,4,3,3,4,6,2,0,0,0,0,1,0,0,0,"Reis, Henrique M"
2022,Fall,2022-fa,SE,420,Digital Control Systems,LCD,7,4,1,2,1,2,2,2,0,2,0,0,0,0,"Stipanovic, Dusan M"
